****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth        DO
      Step (FluxAvg)       (m)       (m)       (m)       (m)    (mg/L)
       444   186.872     7.730     9.368     2.315    -2.210     9.146
       445   186.978     7.710     9.387     2.317    -2.221     9.146
       446   187.091     7.690     9.406     2.319    -2.232     9.145
       447   187.213     7.670     9.426     2.321    -2.243     9.144
       448   187.342     7.650     9.446     2.323    -2.255     9.144
       449   187.481     7.630     9.466     2.325    -2.268     9.143
       450   187.630     7.610     9.487     2.327    -2.280     9.142
       451   187.790     7.590     9.509     2.329    -2.294     9.141
       452   187.963     7.570     9.531     2.331    -2.308     9.140
       453   188.150     7.550     9.554     2.333    -2.323     9.139
       454   188.352     7.531     9.578     2.335    -2.338     9.138
       455   188.573     7.512     9.602     2.338    -2.354     9.137
       456   188.814     7.493     9.627     2.340    -2.371     9.136
       457   189.078     7.474     9.653     2.343    -2.389     9.135
       458   189.369     7.457     9.681     2.345    -2.407     9.133
       459   189.692     7.439     9.709     2.348    -2.427     9.131
       460   190.051     7.423     9.738     2.351    -2.448     9.130
       461   190.454     7.408     9.769     2.354    -2.470     9.128
       462   190.911     7.394     9.802     2.357    -2.494     9.126
       463   191.435     7.382     9.836     2.360    -2.520     9.123
       464   192.043     7.372     9.873     2.364    -2.547     9.120
       465   192.761     7.365     9.913     2.367    -2.578     9.117
       466   193.583     7.361     9.956     2.371    -2.611     9.114
       467   194.489     7.359    10.003     2.376    -2.648     9.110
       468   195.489     7.360    10.055     2.380    -2.688     9.106
       469   196.619     7.365    10.112     2.386    -2.734     9.101
       470   197.947     7.374    10.176     2.392    -2.786     9.096
       471   199.567     7.392    10.251     2.398    -2.848     9.090
       472   201.641     7.422    10.343     2.407    -2.924     9.083
       473   204.504     7.472    10.465     2.417    -3.026     9.074
       474   208.594     7.556    10.633     2.432    -3.167     9.062
       475   212.766     7.662    10.800     2.446    -3.307     9.051
---------------------------- Plume traps -----------------------------
       476   217.021     7.796    10.965     2.460    -3.441     9.042
       477   220.337     7.946    11.089     2.470    -3.541     9.036
       478   222.520     8.090    11.162     2.476    -3.598     9.033
       479   224.345     8.219    11.214     2.480    -3.638     9.031
       480   225.757     8.330    11.254     2.484    -3.668     9.029
       481   226.991     8.426    11.291     2.487    -3.696     9.028
       482   228.063     8.512    11.326     2.489    -3.722     9.027
       483   229.040     8.591    11.361     2.492    -3.747     9.027
       484   229.925     8.666    11.395     2.495    -3.771     9.026
       485   230.739     8.737    11.429     2.498    -3.795     9.025
       486   231.487     8.806    11.462     2.500    -3.818     9.025
       487   232.180     8.872    11.494     2.503    -3.839     9.025
       488   232.821     8.936    11.525     2.505    -3.860     9.024
       489   233.416     8.999    11.555     2.508    -3.880     9.024
       490   233.970     9.059    11.585     2.510    -3.900     9.024
       491   234.486     9.118    11.614     2.512    -3.918     9.024
       492   234.968     9.175    11.642     2.514    -3.936     9.023
       493   235.419     9.231    11.670     2.516    -3.953     9.023
       494   235.841     9.285    11.697     2.519    -3.969     9.023
       495   236.239     9.338    11.723     2.521    -3.985     9.023
       496   236.612     9.390    11.749     2.523    -4.001     9.023
       497   236.964     9.441    11.774     2.525    -4.015     9.023
       498   237.296     9.490    11.799     2.527    -4.029     9.023
       499   237.611     9.538    11.823     2.528    -4.043     9.023
       500   237.918     9.586    11.847     2.530    -4.056     9.023
       501   238.215     9.632    11.872     2.532    -4.069     9.023
       502   238.503     9.678    11.896     2.534    -4.082     9.023
       503   238.783     9.723    11.920     2.536    -4.095     9.023
       504   239.055     9.767    11.943     2.538    -4.107     9.023
       505   239.319     9.811    11.967     2.539    -4.119     9.023
       506   239.576     9.854    11.991     2.541    -4.131     9.023
       507   239.826     9.896    12.014     2.543    -4.142     9.023
       508   240.069     9.938    12.038     2.545    -4.154     9.023
       509   240.305     9.979    12.061     2.547    -4.165     9.023
       510   240.534    10.019    12.084     2.548    -4.176     9.023
       511   240.758    10.059    12.108     2.550    -4.186     9.023
       512   240.975    10.098    12.131     2.552    -4.196     9.023
       513   241.186    10.137    12.154     2.554    -4.207     9.023
       514   241.391    10.175    12.177     2.555    -4.216     9.023
       515   241.591    10.212    12.199     2.557    -4.226     9.023
       516   241.785    10.249    12.222     2.559    -4.235     9.023
       517   241.973    10.285    12.245     2.561    -4.245     9.023
       518   242.157    10.321    12.267     2.562    -4.254     9.023
       519   242.335    10.355    12.290     2.564    -4.262     9.023
       520   242.508    10.390    12.312     2.566    -4.271     9.023
       521   242.676    10.423    12.334     2.567    -4.279     9.023
       522   242.840    10.456    12.357     2.569    -4.287     9.023
       523   242.999    10.488    12.379     2.571    -4.295     9.023
       524   243.153    10.520    12.401     2.572    -4.303     9.023
       525   243.303    10.551    12.423     2.574    -4.310     9.023
       526   243.448    10.582    12.445     2.576    -4.318     9.023
       527   243.589    10.611    12.467     2.577    -4.325     9.023
       528   243.726    10.641    12.489     2.579    -4.332     9.023
       529   243.859    10.669    12.510     2.581    -4.338     9.023
       530   243.988    10.697    12.532     2.582    -4.345     9.023
       531   244.114    10.724    12.554     2.584    -4.351     9.023
       532   244.235    10.751    12.575     2.586    -4.358     9.024
       533   244.353    10.777    12.597     2.587    -4.364     9.024
       534   244.466    10.802    12.618     2.589    -4.369     9.024
       535   244.577    10.827    12.640     2.590    -4.375     9.024
       536   244.684    10.851    12.661     2.592    -4.381     9.024
       537   244.787    10.875    12.682     2.594    -4.386     9.024
       538   244.887    10.898    12.703     2.595    -4.391     9.024
       539   244.984    10.920    12.724     2.597    -4.396     9.024
       540   245.077    10.942    12.746     2.598    -4.401     9.024
       541   245.168    10.963    12.767     2.600    -4.405     9.024
       542   245.255    10.983    12.788     2.602    -4.410     9.024
       543   245.339    11.003    12.809     2.603    -4.414     9.024
       544   245.420    11.022    12.830     2.605    -4.418     9.024
       545   245.498    11.041    12.850     2.606    -4.422     9.024
       546   245.573    11.058    12.871     2.608    -4.426     9.024
       547   245.645    11.076    12.892     2.609    -4.430     9.024
       548   245.715    11.092    12.913     2.611    -4.433     9.024
       549   245.781    11.108    12.934     2.613    -4.436     9.024
       550   245.845    11.124    12.954     2.614    -4.440     9.024
       551   245.906    11.138    12.975     2.616    -4.443     9.024
       552   245.964    11.153    12.995     2.617    -4.446     9.024
       553   246.020    11.166    13.016     2.619    -4.448     9.024
       554   246.073    11.179    13.037     2.620    -4.451     9.024
       555   246.123    11.191    13.057     2.622    -4.453     9.024
       556   246.171    11.203    13.078     2.623    -4.456     9.024
       557   246.216    11.214    13.098     2.625    -4.458     9.024
       558   246.259    11.224    13.119     2.626    -4.460     9.024
       559   246.299    11.234    13.139     2.628    -4.462     9.024
       560   246.337    11.243    13.159     2.629    -4.463     9.024
       561   246.372    11.252    13.180     2.631    -4.465     9.024
       562   246.405    11.260    13.200     2.632    -4.466     9.024
       563   246.436    11.267    13.221     2.634    -4.467     9.024
       564   246.464    11.273    13.241     2.636    -4.469     9.024
       565   246.489    11.279    13.261     2.637    -4.469     9.024
       566   246.513    11.285    13.282     2.639    -4.470     9.024
       567   246.534    11.290    13.302     2.640    -4.471     9.024
       568   246.553    11.294    13.322     2.642    -4.472     9.024
       569   246.569    11.297    13.343     2.643    -4.472     9.024
       570   246.584    11.300    13.363     2.645    -4.472     9.024
       571   246.596    11.302    13.383     2.646    -4.472     9.024
---------------------- Local maximum rise or fall --------------------
       572   246.607    11.304    13.403     2.648    -4.472     9.024
-------------------- Starting Farfield Calculations --------------------
Farfield dispersion based on wastefield width of :     101.11 (m)
4/3 Power Law based Eddy Diffusivity is used:
  Dilution     Width  Distance      Time        DO
        ()       (m)       (m)    (hrs.)    (mg/L)
   246.607   103.518    14.000     0.040     8.995
   246.607   103.860    15.000     0.045     8.995
   246.607   104.203    16.000     0.051     8.995
   246.607   104.546    17.000     0.057     8.995
   246.607   104.889    18.000     0.062     8.995
   246.607   105.233    19.000     0.068     8.995
   246.607   105.577    20.000     0.073     8.995
   246.607   105.921    21.000     0.079     8.995
   246.607   106.266    22.000     0.085     8.995
   246.607   106.610    23.000     0.090     8.967
   246.607   106.953    24.000     0.096     8.967
   246.607   107.297    25.000     0.101     8.967
   246.607   107.641    26.000     0.107     8.967
   246.608   107.985    27.000     0.113     8.967
   246.609   108.330    28.000     0.118     8.967
   246.610   108.675    29.000     0.124     8.967
   246.611   109.021    30.000     0.129     8.967
   246.613   109.367    31.000     0.135     8.938
   246.617   109.712    32.000     0.141     8.938
   246.621   110.058    33.000     0.146     8.938
   246.626   110.404    34.000     0.152     8.938
   246.633   110.751    35.000     0.157     8.938
   246.642   111.098    36.000     0.163     8.938
   246.653   111.445    37.000     0.168     8.938
   246.666   111.792    38.000     0.174     8.938
   246.682   112.140    39.000     0.180     8.938
   246.701   112.489    40.000     0.185     8.909
   246.723   112.837    41.000     0.191     8.909
   246.749   113.185    42.000     0.196     8.909
   246.778   113.534    43.000     0.202     8.909
   246.812   113.884    44.000     0.207     8.909
   246.850   114.233    45.000     0.213     8.909
   246.893   114.583    46.000     0.218     8.909
   246.941   114.934    47.000     0.224     8.909
   246.994   115.284    48.000     0.230     8.909
   247.052   115.635    49.000     0.235     8.881
   247.115   115.986    50.000     0.241     8.881
   247.185   116.338    51.000     0.246     8.881
   247.260   116.689    52.000     0.252     8.881
   247.342   117.041    53.000     0.257     8.881
   247.429   117.394    54.000     0.263     8.881
   247.524   117.747    55.000     0.268     8.881
   247.624   118.100    56.000     0.274     8.881
   247.731   118.453    57.000     0.280     8.854
   247.845   118.807    58.000     0.285     8.854
   247.965   119.161    59.000     0.291     8.854
   248.093   119.515    60.000     0.296     8.854
   248.227   119.869    61.000     0.302     8.854
   248.368   120.224    62.000     0.307     8.854
   248.516   120.579    63.000     0.313     8.854
   248.671   120.935    64.000     0.318     8.854
   248.833   121.291    65.000     0.324     8.854
   249.002   121.647    66.000     0.330     8.827
   249.177   122.003    67.000     0.335     8.827
   249.360   122.360    68.000     0.341     8.827
   249.549   122.717    69.000     0.346     8.827
   249.746   123.074    70.000     0.352     8.827
   249.949   123.432    71.000     0.357     8.827
   250.159   123.790    72.000     0.363     8.827
   250.376   124.148    73.000     0.368     8.827
   250.599   124.507    74.000     0.374     8.827
   250.830   124.866    75.000     0.379     8.802
   251.066   125.225    76.000     0.385     8.802
   251.310   125.584    77.000     0.391     8.802
   251.559   125.944    78.000     0.396     8.802
   251.815   126.304    79.000     0.402     8.802
   252.078   126.665    80.000     0.407     8.802
   252.347   127.025    81.000     0.413     8.802
   252.622   127.387    82.000     0.418     8.802
   252.903   127.748    83.000     0.424     8.802
   253.190   128.110    84.000     0.429     8.777
   253.483   128.471    85.000     0.435     8.777
   253.782   128.834    86.000     0.440     8.777
   254.087   129.196    87.000     0.446     8.777
   254.398   129.559    88.000     0.451     8.777
   254.715   129.922    89.000     0.457     8.777
   255.037   130.286    90.000     0.463     8.777
   255.364   130.650    91.000     0.468     8.777
   255.697   131.014    92.000     0.474     8.754
   256.035   131.379    93.000     0.479     8.754
   256.379   131.743    94.000     0.485     8.754
   256.728   132.108    95.000     0.490     8.754
   257.082   132.474    96.000     0.496     8.754
   257.441   132.839    97.000     0.501     8.754
   257.805   133.205    98.000     0.507     8.754
   258.174   133.572    99.000     0.512     8.754
   258.548   133.939   100.000     0.518     8.754
   258.927   134.306   101.000     0.523     8.732
............................. Reached Chronic Mixing Zone ..........................
   259.310   134.673   102.000     0.529     8.732
   259.698   135.040   103.000     0.534     8.732
   260.090   135.408   104.000     0.540     8.732
   260.488   135.776   105.000     0.546     8.732
   260.889   136.145   106.000     0.551     8.732
   261.295   136.514   107.000     0.557     8.732
   261.705   136.883   108.000     0.562     8.732
   262.120   137.253   109.000     0.568     8.732
   262.538   137.622   110.000     0.573     8.711
   262.961   137.992   111.000     0.579     8.711
   263.388   138.363   112.000     0.584     8.711
   263.818   138.734   113.000     0.590     8.711
   264.253   139.105   114.000     0.595     8.711
   264.692   139.476   115.000     0.601     8.711
   265.134   139.848   116.000     0.606     8.711
   265.580   140.220   117.000     0.612     8.711
   266.030   140.592   118.000     0.617     8.690
   266.483   140.965   119.000     0.623     8.690
   266.940   141.338   120.000     0.628     8.690
   267.401   141.711   121.000     0.634     8.690
   267.865   142.084   122.000     0.640     8.690
   268.332   142.458   123.000     0.645     8.690
   268.803   142.832   124.000     0.651     8.690
   269.278   143.207   125.000     0.656     8.690
   269.755   143.582   126.000     0.662     8.690
   270.236   143.957   127.000     0.667     8.671
   270.720   144.332   128.000     0.673     8.671
   271.207   144.708   129.000     0.678     8.671
   271.697   145.084   130.000     0.684     8.671
   272.190   145.461   131.000     0.689     8.671
   272.686   145.837   132.000     0.695     8.671
   273.185   146.214   133.000     0.700     8.671
   273.687   146.592   134.000     0.706     8.671
   274.192   146.969   135.000     0.711     8.671
   274.700   147.347   136.000     0.717     8.653
   275.211   147.726   137.000     0.722     8.653
   275.724   148.104   138.000     0.728     8.653
   276.240   148.483   139.000     0.733     8.653
   276.759   148.862   140.000     0.739     8.653
   277.280   149.242   141.000     0.744     8.653
   277.804   149.622   142.000     0.750     8.653
   278.331   150.002   143.000     0.756     8.653
   278.860   150.382   144.000     0.761     8.653
   279.392   150.763   145.000     0.767     8.636
   279.926   151.144   146.000     0.772     8.636
   280.463   151.526   147.000     0.778     8.636
   281.002   151.907   148.000     0.783     8.636
   281.543   152.289   149.000     0.789     8.636
   282.087   152.672   150.000     0.794     8.636
   282.633   153.055   151.000     0.800     8.636
   283.181   153.438   152.000     0.805     8.636
   283.732   153.821   153.000     0.811     8.620
   284.285   154.204   154.000     0.816     8.620
   284.840   154.588   155.000     0.822     8.620
   285.397   154.973   156.000     0.827     8.620
   285.956   155.357   157.000     0.833     8.620
   286.518   155.742   158.000     0.838     8.620
   287.081   156.127   159.000     0.844     8.620
   287.647   156.513   160.000     0.849     8.620
   288.215   156.898   161.000     0.855     8.620
   288.785   157.285   162.000     0.860     8.604
   289.356   157.671   163.000     0.866     8.604
   289.930   158.058   164.000     0.871     8.604
   290.506   158.445   165.000     0.877     8.604
   291.083   158.832   166.000     0.883     8.604
   291.663   159.220   167.000     0.888     8.604
   292.244   159.608   168.000     0.894     8.604
   292.828   159.996   169.000     0.899     8.604
   293.413   160.385   170.000     0.905     8.604
   294.000   160.774   171.000     0.910     8.589
   294.588   161.163   172.000     0.916     8.589
   295.179   161.552   173.000     0.921     8.589
   295.771   161.942   174.000     0.927     8.589
   296.365   162.332   175.000     0.932     8.589
   296.961   162.723   176.000     0.938     8.589
   297.559   163.114   177.000     0.943     8.589
   298.158   163.505   178.000     0.949     8.589
   298.759   163.896   179.000     0.954     8.589
   299.361   164.288   180.000     0.960     8.575
   299.965   164.680   181.000     0.965     8.575
   300.571   165.072   182.000     0.971     8.575
   301.178   165.465   183.000     0.976     8.575
   301.787   165.858   184.000     0.982     8.575
   302.397   166.251   185.000     0.987     8.575
   303.010   166.644   186.000     0.993     8.575
   303.623   167.038   187.000     0.998     8.575
   304.238   167.432   188.000     1.004     8.562
   304.855   167.827   189.000     1.010     8.562
   305.473   168.222   190.000     1.015     8.562
   306.092   168.617   191.000     1.021     8.562
   306.713   169.012   192.000     1.026     8.562
   307.336   169.408   193.000     1.032     8.562
   307.960   169.804   194.000     1.037     8.562
   308.585   170.200   195.000     1.043     8.562
   309.212   170.597   196.000     1.048     8.562
   309.840   170.994   197.000     1.054     8.549
   310.470   171.391   198.000     1.059     8.549
   311.100   171.789   199.000     1.065     8.549
   311.733   172.186   200.000     1.070     8.549
   312.366   172.585   201.000     1.076     8.549
   313.001   172.983   202.000     1.081     8.549
   313.638   173.382   203.000     1.087     8.549
   314.275   173.781   204.000     1.092     8.549
   314.914   174.180   205.000     1.098     8.549
   315.554   174.580   206.000     1.103     8.537
   316.196   174.980   207.000     1.109     8.537
   316.838   175.380   208.000     1.114     8.537
   317.482   175.781   209.000     1.120     8.537
   318.127   176.182   210.000     1.125     8.537
   318.774   176.583   211.000     1.131     8.537
   319.422   176.985   212.000     1.136     8.537
   320.070   177.386   213.000     1.142     8.537
   320.721   177.788   214.000     1.148     8.537
   321.372   178.191   215.000     1.153     8.526
   322.024   178.594   216.000     1.159     8.526
   322.678   178.997   217.000     1.164     8.526
   323.333   179.400   218.000     1.170     8.526
   323.989   179.804   219.000     1.175     8.526
   324.646   180.208   220.000     1.181     8.526
   325.304   180.612   221.000     1.186     8.526
   325.964   181.016   222.000     1.192     8.526
   326.624   181.421   223.000     1.197     8.515
   327.286   181.826   224.000     1.203     8.515
   327.948   182.232   225.000     1.208     8.515
   328.612   182.638   226.000     1.214     8.515
   329.277   183.044   227.000     1.219     8.515
   329.943   183.450   228.000     1.225     8.515
   330.610   183.857   229.000     1.230     8.515
   331.279   184.264   230.000     1.236     8.515
   331.948   184.671   231.000     1.241     8.515
   332.618   185.078   232.000     1.247     8.505
   333.289   185.486   233.000     1.252     8.505
   333.962   185.894   234.000     1.258     8.505
   334.635   186.303   235.000     1.263     8.505
   335.310   186.712   236.000     1.269     8.505
   335.985   187.121   237.000     1.274     8.505
   336.661   187.530   238.000     1.280     8.505
   337.339   187.940   239.000     1.286     8.505
   338.017   188.350   240.000     1.291     8.505
   338.697   188.760   241.000     1.297     8.495
   339.377   189.170   242.000     1.302     8.495
   340.059   189.581   243.000     1.308     8.495
   340.741   189.992   244.000     1.313     8.495
   341.424   190.404   245.000     1.319     8.495
   342.109   190.816   246.000     1.324     8.495
   342.794   191.228   247.000     1.330     8.495
   343.480   191.640   248.000     1.335     8.495
   344.167   192.053   249.000     1.341     8.495
   344.856   192.466   250.000     1.346     8.485
   345.545   192.879   251.000     1.352     8.485
   346.235   193.292   252.000     1.357     8.485
   346.926   193.706   253.000     1.363     8.485
   347.617   194.120   254.000     1.368     8.485
   348.310   194.535   255.000     1.374     8.485
   349.004   194.949   256.000     1.379     8.485
   349.698   195.364   257.000     1.385     8.485
   350.394   195.780   258.000     1.390     8.477
   351.090   196.195   259.000     1.396     8.477
   351.787   196.611   260.000     1.401     8.477
   352.485   197.027   261.000     1.407     8.477
   353.184   197.444   262.000     1.412     8.477
   353.884   197.861   263.000     1.418     8.477
   354.585   198.278   264.000     1.424     8.477
   355.286   198.695   265.000     1.429     8.477
   355.989   199.113   266.000     1.435     8.477
   356.692   199.531   267.000     1.440     8.468
   357.396   199.949   268.000     1.446     8.468
   358.101   200.368   269.000     1.451     8.468
   358.807   200.786   270.000     1.457     8.468
   359.514   201.206   271.000     1.462     8.468
   360.221   201.625   272.000     1.468     8.468
   360.930   202.045   273.000     1.473     8.468
   361.639   202.465   274.000     1.479     8.468
   362.349   202.885   275.000     1.484     8.468
   363.059   203.306   276.000     1.490     8.460
   363.771   203.727   277.000     1.495     8.460
   364.483   204.148   278.000     1.501     8.460
   365.197   204.569   279.000     1.506     8.460
   365.911   204.991   280.000     1.512     8.460
   366.625   205.413   281.000     1.517     8.460
   367.341   205.835   282.000     1.523     8.460
   368.057   206.258   283.000     1.528     8.460
   368.775   206.681   284.000     1.534     8.452
   369.493   207.104   285.000     1.539     8.452
   370.211   207.528   286.000     1.545     8.452
   370.931   207.951   287.000     1.551     8.452
   371.651   208.375   288.000     1.556     8.452
   372.372   208.800   289.000     1.562     8.452
   373.094   209.225   290.000     1.567     8.452
   373.817   209.649   291.000     1.573     8.452
   374.540   210.075   292.000     1.578     8.452
   375.264   210.500   293.000     1.584     8.445
   375.989   210.926   294.000     1.589     8.445
   376.715   211.352   295.000     1.595     8.445
   377.441   211.779   296.000     1.600     8.445
   378.168   212.205   297.000     1.606     8.445
   378.896   212.632   298.000     1.611     8.445
   379.625   213.060   299.000     1.617     8.445
   380.354   213.487   300.000     1.622     8.445
   381.084   213.915   301.000     1.628     8.445
   381.815   214.343   302.000     1.633     8.438
   382.547   214.772   303.000     1.639     8.438
   383.279   215.200   304.000     1.644     8.438
   384.012   215.629   305.000     1.650     8.438
   384.746   216.059   306.000     1.655     8.438
   385.480   216.488   307.000     1.661     8.438
   386.215   216.918   308.000     1.666     8.438
   386.951   217.348   309.000     1.672     8.438
   387.687   217.778   310.000     1.678     8.438
   388.425   218.209   311.000     1.683     8.431
   389.163   218.640   312.000     1.689     8.431
   389.901   219.071   313.000     1.694     8.431
   390.641   219.503   314.000     1.700     8.431
   391.381   219.935   315.000     1.705     8.431
   392.122   220.367   316.000     1.711     8.431
   392.863   220.799   317.000     1.716     8.431
   393.605   221.232   318.000     1.722     8.431
   394.348   221.665   319.000     1.727     8.425
   395.092   222.098   320.000     1.733     8.425
   395.836   222.532   321.000     1.738     8.425
   396.581   222.966   322.000     1.744     8.425
   397.326   223.400   323.000     1.749     8.425
   398.073   223.834   324.000     1.755     8.425
   398.819   224.269   325.000     1.760     8.425
   399.567   224.704   326.000     1.766     8.425
   400.315   225.139   327.000     1.771     8.425
   401.064   225.575   328.000     1.777     8.419
   401.814   226.011   329.000     1.782     8.419
   402.564   226.447   330.000     1.788     8.419
   403.315   226.883   331.000     1.793     8.419
   404.067   227.320   332.000     1.799     8.419
   404.819   227.757   333.000     1.805     8.419
   405.572   228.194   334.000     1.810     8.419
   406.325   228.632   335.000     1.816     8.419
   407.079   229.069   336.000     1.821     8.419
   407.834   229.508   337.000     1.827     8.413
   408.590   229.946   338.000     1.832     8.413
   409.346   230.385   339.000     1.838     8.413
   410.103   230.824   340.000     1.843     8.413
   410.860   231.263   341.000     1.849     8.413
   411.618   231.702   342.000     1.854     8.413
   412.377   232.142   343.000     1.860     8.413
   413.136   232.582   344.000     1.865     8.413
   413.896   233.022   345.000     1.871     8.413
   414.657   233.463   346.000     1.876     8.407
   415.418   233.904   347.000     1.882     8.407
   416.180   234.345   348.000     1.887     8.407
   416.943   234.787   349.000     1.893     8.407
   417.706   235.228   350.000     1.898     8.407
   418.470   235.670   351.000     1.904     8.407
   419.234   236.113   352.000     1.909     8.407
   419.999   236.555   353.000     1.915     8.407
   420.765   236.998   354.000     1.921     8.402
   421.531   237.441   355.000     1.926     8.402
   422.298   237.884   356.000     1.932     8.402
   423.065   238.328   357.000     1.937     8.402
   423.833   238.772   358.000     1.943     8.402
   424.602   239.216   359.000     1.948     8.402
   425.371   239.661   360.000     1.954     8.402
   426.141   240.106   361.000     1.959     8.402
   426.912   240.551   362.000     1.965     8.402
   427.683   240.996   363.000     1.970     8.397
   428.455   241.442   364.000     1.976     8.397
   429.227   241.888   365.000     1.981     8.397
   430.000   242.334   366.000     1.987     8.397
   430.774   242.780   367.000     1.992     8.397
   431.548   243.227   368.000     1.998     8.397
   432.323   243.674   369.000     2.003     8.397
   433.098   244.121   370.000     2.009     8.397
   433.874   244.569   371.000     2.014     8.397
   434.651   245.017   372.000     2.020     8.392
   435.428   245.465   373.000     2.025     8.392
   436.205   245.913   374.000     2.031     8.392
   436.984   246.362   375.000     2.037     8.392
   437.763   246.811   376.000     2.042     8.392
   438.542   247.260   377.000     2.048     8.392
   439.322   247.709   378.000     2.053     8.392
   440.103   248.159   379.000     2.059     8.392
   440.884   248.609   380.000     2.064     8.392
   441.666   249.060   381.000     2.070     8.388
   442.449   249.510   382.000     2.075     8.388
   443.232   249.961   383.000     2.081     8.388
   444.015   250.412   384.000     2.086     8.388
   444.799   250.864   385.000     2.092     8.388
   445.584   251.315   386.000     2.097     8.388
   446.369   251.767   387.000     2.103     8.388
   447.155   252.219   388.000     2.108     8.388
   447.942   252.672   389.000     2.114     8.383
   448.729   253.125   390.000     2.119     8.383
   449.517   253.578   391.000     2.125     8.383
   450.305   254.031   392.000     2.130     8.383
   451.093   254.485   393.000     2.136     8.383
   451.883   254.938   394.000     2.141     8.383
   452.673   255.393   395.000     2.147     8.383
   453.463   255.847   396.000     2.153     8.383
   454.254   256.302   397.000     2.158     8.383
   455.046   256.757   398.000     2.164     8.379
   455.838   257.212   399.000     2.169     8.379
   456.631   257.667   400.000     2.175     8.379
   457.424   258.123   401.000     2.180     8.379
   458.218   258.579   402.000     2.186     8.379
   459.012   259.035   403.000     2.191     8.379
   459.807   259.492   404.000     2.197     8.379
   460.603   259.949   405.000     2.202     8.379
   461.399   260.406   406.000     2.208     8.379
   462.195   260.863   407.000     2.213     8.375
   462.993   261.321   408.000     2.219     8.375
   463.790   261.779   409.000     2.224     8.375
   464.589   262.237   410.000     2.230     8.375
   465.387   262.696   411.000     2.235     8.375
   466.187   263.154   412.000     2.241     8.375
   466.987   263.613   413.000     2.246     8.375
   467.787   264.073   414.000     2.252     8.375
   468.588   264.532   415.000     2.257     8.375
   469.390   264.992   416.000     2.263     8.371
   470.192   265.452   417.000     2.269     8.371
   470.995   265.912   418.000     2.274     8.371
   471.798   266.373   419.000     2.280     8.371
   472.602   266.834   420.000     2.285     8.371
   473.406   267.295   421.000     2.291     8.371
   474.211   267.756   422.000     2.296     8.371
   475.016   268.218   423.000     2.302     8.371
   475.822   268.680   424.000     2.307     8.368
   476.628   269.142   425.000     2.313     8.368
   477.435   269.605   426.000     2.318     8.368
   478.243   270.067   427.000     2.324     8.368
   479.051   270.530   428.000     2.329     8.368
   479.860   270.994   429.000     2.335     8.368
   480.669   271.457   430.000     2.340     8.368
   481.478   271.921   431.000     2.346     8.368
   482.289   272.385   432.000     2.351     8.368
   483.099   272.850   433.000     2.357     8.364
   483.911   273.314   434.000     2.362     8.364
   484.722   273.779   435.000     2.368     8.364
   485.535   274.244   436.000     2.374     8.364
   486.348   274.710   437.000     2.379     8.364
   487.161   275.175   438.000     2.385     8.364
   487.975   275.641   439.000     2.390     8.364
   488.789   276.107   440.000     2.396     8.364
   489.604   276.574   441.000     2.401     8.364
   490.420   277.041   442.000     2.407     8.361
   491.236   277.508   443.000     2.412     8.361
   492.052   277.975   444.000     2.418     8.361
   492.869   278.442   445.000     2.423     8.361
   493.687   278.910   446.000     2.429     8.361
   494.505   279.378   447.000     2.434     8.361
   495.324   279.847   448.000     2.440     8.361
   496.143   280.315   449.000     2.445     8.361
   496.963   280.784   450.000     2.451     8.358
   497.783   281.253   451.000     2.456     8.358
   498.603   281.723   452.000     2.462     8.358
   499.425   282.192   453.000     2.467     8.358
   500.246   282.662   454.000     2.473     8.358
   501.069   283.132   455.000     2.479     8.358
   501.891   283.603   456.000     2.484     8.358
   502.715   284.073   457.000     2.490     8.358
   503.538   284.544   458.000     2.495     8.358
   504.363   285.016   459.000     2.501     8.355
   505.188   285.487   460.000     2.506     8.355
   506.013   285.959   461.000     2.512     8.355
   506.839   286.431   462.000     2.517     8.355
   507.665   286.903   463.000     2.523     8.355
