****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth        DO
      Step (FluxAvg)       (m)       (m)       (m)       (m)    (mg/L)
       444   186.872     7.730     9.368     2.315    -2.210     7.968
       445   186.978     7.710     9.387     2.317    -2.221     7.968
       446   187.091     7.690     9.406     2.319    -2.232     7.968
       447   187.213     7.670     9.426     2.321    -2.243     7.968
       448   187.342     7.650     9.446     2.323    -2.255     7.968
       449   187.481     7.630     9.466     2.325    -2.268     7.968
       450   187.630     7.610     9.487     2.327    -2.280     7.968
       451   187.790     7.590     9.509     2.329    -2.294     7.968
       452   187.963     7.570     9.531     2.331    -2.308     7.968
       453   188.150     7.550     9.554     2.333    -2.323     7.968
       454   188.352     7.531     9.578     2.335    -2.338     7.968
       455   188.573     7.512     9.602     2.338    -2.354     7.968
       456   188.814     7.493     9.627     2.340    -2.371     7.968
       457   189.078     7.474     9.653     2.343    -2.389     7.968
       458   189.369     7.457     9.681     2.345    -2.407     7.968
       459   189.692     7.439     9.709     2.348    -2.427     7.968
       460   190.051     7.423     9.738     2.351    -2.448     7.968
       461   190.454     7.408     9.769     2.354    -2.470     7.968
       462   190.911     7.394     9.802     2.357    -2.494     7.969
       463   191.435     7.382     9.836     2.360    -2.520     7.969
       464   192.043     7.372     9.873     2.364    -2.547     7.969
       465   192.761     7.365     9.913     2.367    -2.578     7.969
       466   193.583     7.361     9.956     2.371    -2.611     7.969
       467   194.489     7.359    10.003     2.376    -2.648     7.969
       468   195.489     7.360    10.055     2.380    -2.688     7.969
       469   196.619     7.365    10.112     2.386    -2.734     7.969
       470   197.947     7.374    10.176     2.392    -2.786     7.970
       471   199.567     7.392    10.251     2.398    -2.848     7.970
       472   201.641     7.422    10.343     2.407    -2.924     7.970
       473   204.504     7.472    10.465     2.417    -3.026     7.971
       474   208.594     7.556    10.633     2.432    -3.167     7.971
       475   212.766     7.662    10.800     2.446    -3.307     7.972
---------------------------- Plume traps -----------------------------
       476   217.021     7.796    10.965     2.460    -3.441     7.972
-------------------- Starting Farfield Calculations --------------------
Farfield dispersion based on wastefield width of :      97.60 (m)
4/3 Power Law based Eddy Diffusivity is used:
  Dilution     Width  Distance      Time        DO
        ()       (m)       (m)    (hrs.)    (mg/L)
   217.021    99.622    12.000     0.034     7.948
   217.021    99.961    13.000     0.039     7.948
   217.021   100.300    14.000     0.045     7.948
   217.021   100.640    15.000     0.051     7.948
   217.021   100.980    16.000     0.056     7.948
   217.021   101.321    17.000     0.062     7.948
   217.021   101.661    18.000     0.068     7.948
   217.021   102.001    19.000     0.073     7.924
   217.021   102.340    20.000     0.079     7.924
   217.021   102.679    21.000     0.084     7.924
   217.021   103.018    22.000     0.090     7.924
   217.022   103.358    23.000     0.096     7.924
   217.022   103.699    24.000     0.101     7.924
   217.022   104.039    25.000     0.107     7.924
   217.022   104.380    26.000     0.112     7.899
   217.023   104.720    27.000     0.118     7.899
   217.024   105.061    28.000     0.123     7.899
   217.026   105.402    29.000     0.129     7.899
   217.028   105.744    30.000     0.135     7.899
   217.032   106.086    31.000     0.140     7.899
   217.036   106.428    32.000     0.146     7.899
   217.042   106.770    33.000     0.151     7.899
   217.049   107.113    34.000     0.157     7.875
   217.058   107.456    35.000     0.162     7.875
   217.069   107.799    36.000     0.168     7.875
   217.083   108.142    37.000     0.174     7.875
   217.099   108.486    38.000     0.179     7.875
   217.118   108.831    39.000     0.185     7.875
   217.141   109.175    40.000     0.190     7.875
   217.166   109.520    41.000     0.196     7.851
   217.196   109.865    42.000     0.201     7.851
   217.229   110.210    43.000     0.207     7.851
   217.267   110.556    44.000     0.213     7.851
   217.309   110.902    45.000     0.218     7.851
   217.357   111.248    46.000     0.224     7.851
   217.408   111.595    47.000     0.229     7.851
   217.466   111.942    48.000     0.235     7.827
   217.528   112.289    49.000     0.240     7.827
   217.596   112.637    50.000     0.246     7.827
   217.669   112.985    51.000     0.251     7.827
   217.748   113.333    52.000     0.257     7.827
   217.833   113.682    53.000     0.263     7.827
   217.924   114.030    54.000     0.268     7.827
   218.021   114.380    55.000     0.274     7.827
   218.124   114.729    56.000     0.279     7.804
   218.234   115.079    57.000     0.285     7.804
   218.349   115.429    58.000     0.290     7.804
   218.471   115.779    59.000     0.296     7.804
   218.600   116.130    60.000     0.301     7.804
   218.735   116.481    61.000     0.307     7.804
   218.876   116.832    62.000     0.313     7.804
   219.023   117.184    63.000     0.318     7.781
   219.177   117.535    64.000     0.324     7.781
   219.337   117.888    65.000     0.329     7.781
   219.504   118.240    66.000     0.335     7.781
   219.677   118.593    67.000     0.340     7.781
   219.856   118.946    68.000     0.346     7.781
   220.042   119.300    69.000     0.351     7.781
   220.234   119.653    70.000     0.357     7.759
   220.432   120.007    71.000     0.362     7.759
   220.636   120.362    72.000     0.368     7.759
   220.847   120.716    73.000     0.373     7.759
   221.063   121.071    74.000     0.379     7.759
   221.285   121.426    75.000     0.385     7.759
   221.514   121.782    76.000     0.390     7.759
   221.748   122.138    77.000     0.396     7.759
   221.988   122.494    78.000     0.401     7.737
   222.234   122.851    79.000     0.407     7.737
   222.485   123.207    80.000     0.412     7.737
   222.742   123.564    81.000     0.418     7.737
   223.004   123.922    82.000     0.423     7.737
   223.272   124.280    83.000     0.429     7.737
   223.546   124.638    84.000     0.434     7.737
   223.825   124.996    85.000     0.440     7.716
   224.108   125.355    86.000     0.445     7.716
   224.397   125.714    87.000     0.451     7.716
   224.692   126.073    88.000     0.457     7.716
   224.991   126.433    89.000     0.462     7.716
   225.295   126.793    90.000     0.468     7.716
   225.604   127.153    91.000     0.473     7.716
   225.918   127.514    92.000     0.479     7.696
   226.237   127.874    93.000     0.484     7.696
   226.560   128.235    94.000     0.490     7.696
   226.888   128.597    95.000     0.495     7.696
   227.220   128.959    96.000     0.501     7.696
   227.557   129.321    97.000     0.506     7.696
   227.899   129.683    98.000     0.512     7.696
   228.244   130.046    99.000     0.517     7.696
   228.594   130.409   100.000     0.523     7.677
   228.948   130.773   101.000     0.528     7.677
............................. Reached Chronic Mixing Zone ..........................
   229.306   131.136   102.000     0.534     7.677
   229.669   131.500   103.000     0.539     7.677
   230.035   131.864   104.000     0.545     7.677
   230.405   132.229   105.000     0.550     7.677
   230.780   132.594   106.000     0.556     7.677
   231.158   132.959   107.000     0.562     7.658
   231.539   133.325   108.000     0.567     7.658
   231.925   133.691   109.000     0.573     7.658
   232.314   134.057   110.000     0.578     7.658
   232.706   134.424   111.000     0.584     7.658
   233.103   134.790   112.000     0.589     7.658
   233.502   135.158   113.000     0.595     7.658
   233.906   135.525   114.000     0.600     7.641
   234.312   135.893   115.000     0.606     7.641
   234.722   136.261   116.000     0.611     7.641
   235.135   136.629   117.000     0.617     7.641
   235.551   136.998   118.000     0.622     7.641
   235.971   137.367   119.000     0.628     7.641
   236.393   137.736   120.000     0.633     7.641
   236.819   138.106   121.000     0.639     7.641
   237.248   138.476   122.000     0.644     7.623
   237.680   138.846   123.000     0.650     7.623
   238.114   139.217   124.000     0.655     7.623
   238.552   139.588   125.000     0.661     7.623
   238.992   139.959   126.000     0.666     7.623
   239.436   140.331   127.000     0.672     7.623
   239.882   140.703   128.000     0.677     7.623
   240.331   141.075   129.000     0.683     7.607
   240.782   141.447   130.000     0.689     7.607
   241.236   141.820   131.000     0.694     7.607
   241.693   142.193   132.000     0.700     7.607
   242.152   142.567   133.000     0.705     7.607
   242.614   142.941   134.000     0.711     7.607
   243.079   143.315   135.000     0.716     7.607
   243.546   143.689   136.000     0.722     7.607
   244.015   144.064   137.000     0.727     7.591
   244.487   144.439   138.000     0.733     7.591
   244.961   144.814   139.000     0.738     7.591
   245.437   145.190   140.000     0.744     7.591
   245.916   145.566   141.000     0.749     7.591
   246.397   145.942   142.000     0.755     7.591
   246.880   146.319   143.000     0.760     7.591
   247.366   146.696   144.000     0.766     7.576
   247.853   147.073   145.000     0.771     7.576
   248.343   147.451   146.000     0.777     7.576
   248.835   147.829   147.000     0.782     7.576
   249.329   148.207   148.000     0.788     7.576
   249.825   148.585   149.000     0.793     7.576
   250.324   148.964   150.000     0.799     7.576
   250.824   149.343   151.000     0.804     7.562
   251.326   149.723   152.000     0.810     7.562
   251.830   150.103   153.000     0.815     7.562
   252.336   150.483   154.000     0.821     7.562
   252.844   150.863   155.000     0.826     7.562
   253.354   151.244   156.000     0.832     7.562
   253.866   151.625   157.000     0.837     7.562
   254.380   152.006   158.000     0.843     7.562
   254.895   152.388   159.000     0.849     7.548
   255.413   152.770   160.000     0.854     7.548
   255.932   153.152   161.000     0.860     7.548
   256.453   153.535   162.000     0.865     7.548
   256.975   153.918   163.000     0.871     7.548
   257.499   154.301   164.000     0.876     7.548
   258.026   154.684   165.000     0.882     7.548
   258.553   155.068   166.000     0.887     7.535
   259.083   155.452   167.000     0.893     7.535
   259.614   155.837   168.000     0.898     7.535
   260.146   156.222   169.000     0.904     7.535
   260.681   156.607   170.000     0.909     7.535
   261.216   156.992   171.000     0.915     7.535
   261.754   157.378   172.000     0.920     7.535
   262.293   157.764   173.000     0.926     7.522
   262.833   158.150   174.000     0.931     7.522
   263.375   158.537   175.000     0.937     7.522
   263.919   158.924   176.000     0.942     7.522
   264.464   159.311   177.000     0.948     7.522
   265.011   159.699   178.000     0.953     7.522
   265.559   160.087   179.000     0.959     7.522
   266.108   160.475   180.000     0.964     7.522
   266.659   160.864   181.000     0.970     7.510
   267.211   161.253   182.000     0.975     7.510
   267.765   161.642   183.000     0.981     7.510
   268.320   162.031   184.000     0.986     7.510
   268.876   162.421   185.000     0.992     7.510
   269.434   162.811   186.000     0.997     7.510
   269.993   163.202   187.000     1.003     7.510
   270.554   163.592   188.000     1.008     7.498
   271.115   163.983   189.000     1.014     7.498
   271.678   164.375   190.000     1.019     7.498
   272.243   164.766   191.000     1.025     7.498
   272.809   165.158   192.000     1.031     7.498
   273.375   165.551   193.000     1.036     7.498
   273.944   165.943   194.000     1.042     7.498
   274.513   166.336   195.000     1.047     7.498
   275.084   166.729   196.000     1.053     7.487
   275.656   167.123   197.000     1.058     7.487
   276.229   167.517   198.000     1.064     7.487
   276.803   167.911   199.000     1.069     7.487
   277.379   168.305   200.000     1.075     7.487
   277.955   168.700   201.000     1.080     7.487
   278.533   169.095   202.000     1.086     7.487
   279.112   169.490   203.000     1.091     7.476
   279.692   169.886   204.000     1.097     7.476
   280.274   170.282   205.000     1.102     7.476
   280.856   170.678   206.000     1.108     7.476
   281.440   171.075   207.000     1.113     7.476
   282.025   171.472   208.000     1.119     7.476
   282.610   171.869   209.000     1.124     7.476
   283.197   172.266   210.000     1.130     7.466
   283.785   172.664   211.000     1.135     7.466
   284.374   173.062   212.000     1.141     7.466
   284.964   173.461   213.000     1.146     7.466
   285.556   173.859   214.000     1.152     7.466
   286.148   174.258   215.000     1.157     7.466
   286.741   174.658   216.000     1.163     7.466
   287.335   175.057   217.000     1.168     7.466
   287.931   175.457   218.000     1.174     7.456
   288.527   175.858   219.000     1.179     7.456
   289.125   176.258   220.000     1.185     7.456
   289.723   176.659   221.000     1.190     7.456
   290.322   177.060   222.000     1.196     7.456
   290.923   177.462   223.000     1.201     7.456
   291.524   177.863   224.000     1.207     7.456
   292.126   178.265   225.000     1.212     7.447
   292.730   178.668   226.000     1.218     7.447
   293.334   179.071   227.000     1.224     7.447
   293.939   179.474   228.000     1.229     7.447
   294.545   179.877   229.000     1.235     7.447
   295.153   180.280   230.000     1.240     7.447
   295.761   180.684   231.000     1.246     7.447
   296.370   181.089   232.000     1.251     7.447
   296.980   181.493   233.000     1.257     7.438
   297.590   181.898   234.000     1.262     7.438
   298.202   182.303   235.000     1.268     7.438
   298.815   182.708   236.000     1.273     7.438
   299.428   183.114   237.000     1.279     7.438
   300.043   183.520   238.000     1.284     7.438
   300.658   183.926   239.000     1.290     7.438
   301.274   184.333   240.000     1.295     7.429
   301.892   184.740   241.000     1.301     7.429
   302.510   185.147   242.000     1.306     7.429
   303.128   185.555   243.000     1.312     7.429
   303.748   185.962   244.000     1.317     7.429
   304.369   186.371   245.000     1.323     7.429
   304.990   186.779   246.000     1.328     7.429
   305.612   187.188   247.000     1.334     7.420
   306.236   187.597   248.000     1.339     7.420
   306.859   188.006   249.000     1.345     7.420
   307.484   188.416   250.000     1.350     7.420
   308.110   188.826   251.000     1.356     7.420
   308.736   189.236   252.000     1.361     7.420
   309.364   189.646   253.000     1.367     7.420
   309.992   190.057   254.000     1.372     7.420
   310.620   190.468   255.000     1.378     7.412
   311.250   190.880   256.000     1.383     7.412
   311.881   191.291   257.000     1.389     7.412
   312.512   191.703   258.000     1.394     7.412
   313.144   192.116   259.000     1.400     7.412
   313.777   192.528   260.000     1.406     7.412
   314.411   192.941   261.000     1.411     7.412
   315.045   193.354   262.000     1.417     7.405
   315.680   193.768   263.000     1.422     7.405
   316.316   194.181   264.000     1.428     7.405
   316.953   194.596   265.000     1.433     7.405
   317.590   195.010   266.000     1.439     7.405
   318.229   195.425   267.000     1.444     7.405
   318.868   195.840   268.000     1.450     7.405
   319.507   196.255   269.000     1.455     7.397
   320.148   196.670   270.000     1.461     7.397
   320.789   197.086   271.000     1.466     7.397
   321.431   197.502   272.000     1.472     7.397
   322.074   197.919   273.000     1.477     7.397
   322.717   198.336   274.000     1.483     7.397
   323.362   198.753   275.000     1.488     7.397
   324.007   199.170   276.000     1.494     7.397
   324.652   199.588   277.000     1.499     7.390
   325.299   200.005   278.000     1.505     7.390
   325.946   200.424   279.000     1.510     7.390
   326.594   200.842   280.000     1.516     7.390
   327.242   201.261   281.000     1.521     7.390
   327.891   201.680   282.000     1.527     7.390
   328.541   202.099   283.000     1.532     7.390
   329.192   202.519   284.000     1.538     7.383
   329.843   202.939   285.000     1.543     7.383
   330.495   203.359   286.000     1.549     7.383
   331.148   203.780   287.000     1.554     7.383
   331.802   204.201   288.000     1.560     7.383
   332.456   204.622   289.000     1.565     7.383
   333.111   205.043   290.000     1.571     7.383
   333.766   205.465   291.000     1.577     7.383
   334.422   205.887   292.000     1.582     7.377
   335.079   206.309   293.000     1.588     7.377
   335.737   206.732   294.000     1.593     7.377
   336.395   207.155   295.000     1.599     7.377
   337.054   207.578   296.000     1.604     7.377
   337.713   208.001   297.000     1.610     7.377
   338.373   208.425   298.000     1.615     7.377
   339.034   208.849   299.000     1.621     7.370
   339.696   209.273   300.000     1.626     7.370
   340.358   209.698   301.000     1.632     7.370
   341.021   210.123   302.000     1.637     7.370
   341.684   210.548   303.000     1.643     7.370
   342.348   210.974   304.000     1.648     7.370
   343.013   211.399   305.000     1.654     7.370
   343.679   211.825   306.000     1.659     7.364
   344.345   212.252   307.000     1.665     7.364
   345.011   212.678   308.000     1.670     7.364
   345.679   213.105   309.000     1.676     7.364
   346.347   213.533   310.000     1.681     7.364
   347.015   213.960   311.000     1.687     7.364
   347.685   214.388   312.000     1.692     7.364
   348.355   214.816   313.000     1.698     7.364
   349.025   215.244   314.000     1.703     7.358
   349.696   215.673   315.000     1.709     7.358
   350.368   216.102   316.000     1.714     7.358
   351.040   216.531   317.000     1.720     7.358
   351.713   216.961   318.000     1.725     7.358
   352.387   217.391   319.000     1.731     7.358
   353.061   217.821   320.000     1.736     7.358
   353.736   218.251   321.000     1.742     7.353
   354.412   218.682   322.000     1.748     7.353
   355.088   219.113   323.000     1.753     7.353
   355.764   219.544   324.000     1.759     7.353
   356.442   219.975   325.000     1.764     7.353
   357.119   220.407   326.000     1.770     7.353
   357.798   220.839   327.000     1.775     7.353
   358.477   221.272   328.000     1.781     7.353
   359.157   221.704   329.000     1.786     7.347
   359.837   222.137   330.000     1.792     7.347
   360.518   222.570   331.000     1.797     7.347
   361.199   223.004   332.000     1.803     7.347
   361.881   223.438   333.000     1.808     7.347
   362.564   223.872   334.000     1.814     7.347
   363.247   224.306   335.000     1.819     7.347
   363.931   224.741   336.000     1.825     7.342
   364.616   225.176   337.000     1.830     7.342
   365.301   225.611   338.000     1.836     7.342
   365.986   226.046   339.000     1.841     7.342
   366.672   226.482   340.000     1.847     7.342
   367.359   226.918   341.000     1.852     7.342
   368.046   227.355   342.000     1.858     7.342
   368.734   227.791   343.000     1.863     7.337
   369.423   228.228   344.000     1.869     7.337
   370.112   228.665   345.000     1.874     7.337
   370.801   229.103   346.000     1.880     7.337
   371.492   229.541   347.000     1.885     7.337
   372.182   229.979   348.000     1.891     7.337
   372.874   230.417   349.000     1.897     7.337
   373.566   230.855   350.000     1.902     7.337
   374.258   231.294   351.000     1.908     7.332
   374.951   231.734   352.000     1.913     7.332
   375.645   232.173   353.000     1.919     7.332
   376.339   232.613   354.000     1.924     7.332
   377.033   233.053   355.000     1.930     7.332
   377.729   233.493   356.000     1.935     7.332
   378.425   233.933   357.000     1.941     7.332
   379.121   234.374   358.000     1.946     7.328
   379.818   234.815   359.000     1.952     7.328
   380.515   235.257   360.000     1.957     7.328
   381.213   235.699   361.000     1.963     7.328
   381.912   236.140   362.000     1.968     7.328
   382.611   236.583   363.000     1.974     7.328
   383.311   237.025   364.000     1.979     7.328
   384.011   237.468   365.000     1.985     7.323
   384.712   237.911   366.000     1.990     7.323
   385.413   238.354   367.000     1.996     7.323
   386.115   238.798   368.000     2.001     7.323
   386.817   239.242   369.000     2.007     7.323
   387.520   239.686   370.000     2.012     7.323
   388.224   240.131   371.000     2.018     7.323
   388.927   240.575   372.000     2.023     7.323
   389.632   241.020   373.000     2.029     7.319
   390.337   241.466   374.000     2.034     7.319
   391.043   241.911   375.000     2.040     7.319
   391.749   242.357   376.000     2.046     7.319
   392.456   242.803   377.000     2.051     7.319
   393.163   243.250   378.000     2.057     7.319
   393.870   243.696   379.000     2.062     7.319
   394.579   244.143   380.000     2.068     7.315
   395.287   244.590   381.000     2.073     7.315
   395.997   245.038   382.000     2.079     7.315
   396.707   245.486   383.000     2.084     7.315
   397.417   245.934   384.000     2.090     7.315
   398.128   246.382   385.000     2.095     7.315
   398.839   246.831   386.000     2.101     7.315
   399.551   247.279   387.000     2.106     7.315
   400.264   247.729   388.000     2.112     7.311
   400.977   248.178   389.000     2.117     7.311
   401.690   248.628   390.000     2.123     7.311
   402.404   249.078   391.000     2.128     7.311
   403.119   249.528   392.000     2.134     7.311
   403.834   249.978   393.000     2.139     7.311
   404.549   250.429   394.000     2.145     7.311
   405.265   250.880   395.000     2.150     7.307
   405.982   251.332   396.000     2.156     7.307
   406.699   251.783   397.000     2.161     7.307
   407.417   252.235   398.000     2.167     7.307
   408.135   252.687   399.000     2.172     7.307
   408.853   253.140   400.000     2.178     7.307
   409.572   253.592   401.000     2.184     7.307
   410.292   254.045   402.000     2.189     7.303
   411.012   254.499   403.000     2.195     7.303
   411.733   254.952   404.000     2.200     7.303
   412.454   255.406   405.000     2.206     7.303
   413.176   255.860   406.000     2.211     7.303
   413.898   256.314   407.000     2.217     7.303
   414.620   256.769   408.000     2.222     7.303
   415.344   257.224   409.000     2.228     7.303
   416.067   257.679   410.000     2.233     7.300
   416.791   258.134   411.000     2.239     7.300
   417.516   258.590   412.000     2.244     7.300
   418.241   259.046   413.000     2.250     7.300
   418.967   259.502   414.000     2.255     7.300
   419.693   259.959   415.000     2.261     7.300
   420.420   260.416   416.000     2.266     7.300
   421.147   260.873   417.000     2.272     7.296
   421.874   261.330   418.000     2.277     7.296
   422.602   261.788   419.000     2.283     7.296
   423.331   262.245   420.000     2.288     7.296
   424.060   262.704   421.000     2.294     7.296
   424.790   263.162   422.000     2.299     7.296
   425.520   263.621   423.000     2.305     7.296
   426.250   264.080   424.000     2.310     7.293
   426.982   264.539   425.000     2.316     7.293
   427.713   264.998   426.000     2.322     7.293
   428.445   265.458   427.000     2.327     7.293
   429.178   265.918   428.000     2.333     7.293
   429.911   266.378   429.000     2.338     7.293
   430.644   266.839   430.000     2.344     7.293
   431.378   267.300   431.000     2.349     7.293
   432.113   267.761   432.000     2.355     7.290
   432.848   268.222   433.000     2.360     7.290
   433.583   268.684   434.000     2.366     7.290
   434.319   269.146   435.000     2.371     7.290
   435.055   269.608   436.000     2.377     7.290
   435.792   270.070   437.000     2.382     7.290
   436.530   270.533   438.000     2.388     7.290
   437.267   270.996   439.000     2.393     7.287
   438.006   271.459   440.000     2.399     7.287
   438.745   271.922   441.000     2.404     7.287
   439.484   272.386   442.000     2.410     7.287
   440.224   272.850   443.000     2.415     7.287
   440.964   273.314   444.000     2.421     7.287
   441.704   273.779   445.000     2.426     7.287
   442.446   274.244   446.000     2.432     7.287
   443.187   274.709   447.000     2.437     7.284
   443.929   275.174   448.000     2.443     7.284
   444.672   275.640   449.000     2.449     7.284
   445.415   276.106   450.000     2.454     7.284
   446.159   276.572   451.000     2.460     7.284
   446.903   277.038   452.000     2.465     7.284
   447.647   277.505   453.000     2.471     7.284
   448.392   277.972   454.000     2.476     7.281
   449.137   278.439   455.000     2.482     7.281
   449.883   278.907   456.000     2.487     7.281
   450.630   279.374   457.000     2.493     7.281
   451.376   279.842   458.000     2.498     7.281
   452.124   280.311   459.000     2.504     7.281
   452.871   280.779   460.000     2.509     7.281
   453.620   281.248   461.000     2.515     7.279
   454.368   281.717   462.000     2.520     7.279
   455.117   282.186   463.000     2.526     7.279
   455.867   282.656   464.000     2.531     7.279
   456.617   283.126   465.000     2.537     7.279
   457.368   283.596   466.000     2.542     7.279
   458.119   284.066   467.000     2.548     7.279
   458.870   284.537   468.000     2.553     7.279
   459.622   285.008   469.000     2.559     7.276
   460.374   285.479   470.000     2.565     7.276
   461.127   285.950   471.000     2.570     7.276
   461.880   286.422   472.000     2.576     7.276
   462.634   286.894   473.000     2.581     7.276
   463.388   287.366   474.000     2.587     7.276
   464.143   287.838   475.000     2.592     7.276
   464.898   288.311   476.000     2.598     7.274
   465.654   288.784   477.000     2.603     7.274
   466.410   289.257   478.000     2.609     7.274
   467.166   289.731   479.000     2.614     7.274
   467.923   290.205   480.000     2.620     7.274
   468.681   290.679   481.000     2.625     7.274
   469.438   291.153   482.000     2.631     7.274
   470.197   291.627   483.000     2.636     7.271
   470.956   292.102   484.000     2.642     7.271
   471.715   292.577   485.000     2.647     7.271
   472.474   293.053   486.000     2.653     7.271
   473.235   293.528   487.000     2.658     7.271
   473.995   294.004   488.000     2.664     7.271
   474.756   294.480   489.000     2.669     7.271
   475.518   294.956   490.000     2.675     7.271
   476.280   295.433   491.000     2.680     7.269
   477.042   295.910   492.000     2.686     7.269
   477.805   296.387   493.000     2.692     7.269
   478.568   296.865   494.000     2.697     7.269
   479.332   297.342   495.000     2.703     7.269
   480.096   297.820   496.000     2.708     7.269
   480.860   298.298   497.000     2.714     7.269
   481.625   298.777   498.000     2.719     7.267
   482.391   299.255   499.000     2.725     7.267
   483.157   299.734   500.000     2.730     7.267
   483.923   300.214   501.000     2.736     7.267
   484.690   300.693   502.000     2.741     7.267
   485.457   301.173   503.000     2.747     7.267
   486.225   301.653   504.000     2.752     7.267
   486.993   302.133   505.000     2.758     7.267
   487.088   302.192   505.123     2.758     7.267
