****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
   322.586   203.017   242.000     1.265     0.000     0.305
   323.188   203.438   243.000     1.271     0.000     0.305
   323.791   203.859   244.000     1.276     0.000     0.305
   324.395   204.280   245.000     1.282     0.000     0.305
   325.000   204.702   246.000     1.288     0.000     0.305
   325.606   205.124   247.000     1.293     0.000     0.305
   326.213   205.546   248.000     1.299     0.000     0.305
   326.821   205.969   249.000     1.304     0.000     0.300
   327.430   206.392   250.000     1.310     0.000     0.300
   328.040   206.815   251.000     1.315     0.000     0.300
   328.650   207.238   252.000     1.321     0.000     0.300
   329.262   207.662   253.000     1.326     0.000     0.300
   329.874   208.086   254.000     1.332     0.000     0.300
   330.488   208.510   255.000     1.337     0.000     0.300
   331.102   208.935   256.000     1.343     0.000     0.300
   331.717   209.360   257.000     1.348     0.000     0.300
   332.333   209.785   258.000     1.354     0.000     0.296
   332.950   210.210   259.000     1.359     0.000     0.296
   333.568   210.636   260.000     1.365     0.000     0.296
   334.187   211.062   261.000     1.370     0.000     0.296
   334.807   211.489   262.000     1.376     0.000     0.296
   335.427   211.915   263.000     1.381     0.000     0.296
   336.049   212.342   264.000     1.387     0.000     0.296
   336.671   212.769   265.000     1.392     0.000     0.296
   337.294   213.197   266.000     1.398     0.000     0.296
   337.918   213.624   267.000     1.404     0.000     0.291
   338.543   214.053   268.000     1.409     0.000     0.291
   339.168   214.481   269.000     1.415     0.000     0.291
   339.795   214.909   270.000     1.420     0.000     0.291
   340.422   215.338   271.000     1.426     0.000     0.291
   341.050   215.768   272.000     1.431     0.000     0.291
   341.679   216.197   273.000     1.437     0.000     0.291
   342.308   216.627   274.000     1.442     0.000     0.291
   342.939   217.057   275.000     1.448     0.000     0.291
   343.570   217.487   276.000     1.453     0.000     0.286
   344.202   217.918   277.000     1.459     0.000     0.286
   344.835   218.349   278.000     1.464     0.000     0.286
   345.469   218.780   279.000     1.470     0.000     0.286
   346.103   219.211   280.000     1.475     0.000     0.286
   346.739   219.643   281.000     1.481     0.000     0.286
   347.375   220.075   282.000     1.486     0.000     0.286
   348.012   220.507   283.000     1.492     0.000     0.286
   348.649   220.940   284.000     1.497     0.000     0.282
   349.287   221.373   285.000     1.503     0.000     0.282
   349.927   221.806   286.000     1.508     0.000     0.282
   350.566   222.240   287.000     1.514     0.000     0.282
   351.207   222.673   288.000     1.519     0.000     0.282
   351.848   223.107   289.000     1.525     0.000     0.282
   352.490   223.542   290.000     1.531     0.000     0.282
   353.133   223.976   291.000     1.536     0.000     0.282
   353.777   224.411   292.000     1.542     0.000     0.282
   354.421   224.846   293.000     1.547     0.000     0.278
   355.066   225.282   294.000     1.553     0.000     0.278
   355.712   225.717   295.000     1.558     0.000     0.278
   356.359   226.153   296.000     1.564     0.000     0.278
   357.006   226.590   297.000     1.569     0.000     0.278
   357.654   227.026   298.000     1.575     0.000     0.278
   358.302   227.463   299.000     1.580     0.000     0.278
   358.952   227.900   300.000     1.586     0.000     0.278
   359.602   228.338   301.000     1.591     0.000     0.278
   360.253   228.775   302.000     1.597     0.000     0.273
   360.904   229.213   303.000     1.602     0.000     0.273
   361.556   229.652   304.000     1.608     0.000     0.273
   362.209   230.090   305.000     1.613     0.000     0.273
   362.863   230.529   306.000     1.619     0.000     0.273
   363.517   230.968   307.000     1.624     0.000     0.273
   364.172   231.407   308.000     1.630     0.000     0.273
   364.827   231.847   309.000     1.635     0.000     0.273
   365.484   232.287   310.000     1.641     0.000     0.269
   366.141   232.727   311.000     1.647     0.000     0.269
   366.798   233.168   312.000     1.652     0.000     0.269
   367.457   233.608   313.000     1.658     0.000     0.269
   368.116   234.050   314.000     1.663     0.000     0.269
   368.775   234.491   315.000     1.669     0.000     0.269
   369.436   234.932   316.000     1.674     0.000     0.269
   370.097   235.374   317.000     1.680     0.000     0.269
   370.758   235.817   318.000     1.685     0.000     0.269
   371.421   236.259   319.000     1.691     0.000     0.265
   372.083   236.702   320.000     1.696     0.000     0.265
   372.747   237.145   321.000     1.702     0.000     0.265
   373.411   237.588   322.000     1.707     0.000     0.265
   374.076   238.032   323.000     1.713     0.000     0.265
   374.742   238.475   324.000     1.718     0.000     0.265
   375.408   238.919   325.000     1.724     0.000     0.265
   376.075   239.364   326.000     1.729     0.000     0.265
   376.742   239.809   327.000     1.735     0.000     0.265
   377.410   240.253   328.000     1.740     0.000     0.261
   378.079   240.699   329.000     1.746     0.000     0.261
   378.748   241.144   330.000     1.752     0.000     0.261
   379.418   241.590   331.000     1.757     0.000     0.261
   380.089   242.036   332.000     1.763     0.000     0.261
   380.760   242.482   333.000     1.768     0.000     0.261
   381.432   242.929   334.000     1.774     0.000     0.261
   382.104   243.376   335.000     1.779     0.000     0.261
   382.777   243.823   336.000     1.785     0.000     0.261
   383.451   244.270   337.000     1.790     0.000     0.257
   384.125   244.718   338.000     1.796     0.000     0.257
   384.800   245.166   339.000     1.801     0.000     0.257
   385.476   245.614   340.000     1.807     0.000     0.257
   386.152   246.063   341.000     1.812     0.000     0.257
   386.828   246.512   342.000     1.818     0.000     0.257
   387.506   246.961   343.000     1.823     0.000     0.257
   388.184   247.410   344.000     1.829     0.000     0.257
   388.862   247.860   345.000     1.834     0.000     0.253
   389.541   248.310   346.000     1.840     0.000     0.253
   390.221   248.760   347.000     1.845     0.000     0.253
   390.901   249.210   348.000     1.851     0.000     0.253
   391.582   249.661   349.000     1.856     0.000     0.253
   392.264   250.112   350.000     1.862     0.000     0.253
   392.946   250.563   351.000     1.868     0.000     0.253
   393.628   251.015   352.000     1.873     0.000     0.253
   394.311   251.467   353.000     1.879     0.000     0.253
   394.995   251.919   354.000     1.884     0.000     0.249
   395.679   252.371   355.000     1.890     0.000     0.249
   396.364   252.824   356.000     1.895     0.000     0.249
   397.050   253.277   357.000     1.901     0.000     0.249
   397.736   253.730   358.000     1.906     0.000     0.249
   398.423   254.183   359.000     1.912     0.000     0.249
   399.110   254.637   360.000     1.917     0.000     0.249
   399.798   255.091   361.000     1.923     0.000     0.249
   400.486   255.545   362.000     1.928     0.000     0.249
   401.175   256.000   363.000     1.934     0.000     0.246
   401.864   256.455   364.000     1.939     0.000     0.246
   402.554   256.910   365.000     1.945     0.000     0.246
   403.245   257.365   366.000     1.950     0.000     0.246
   403.936   257.821   367.000     1.956     0.000     0.246
   404.628   258.277   368.000     1.961     0.000     0.246
   405.320   258.733   369.000     1.967     0.000     0.246
   406.013   259.189   370.000     1.972     0.000     0.246
   406.706   259.646   371.000     1.978     0.000     0.246
   407.400   260.103   372.000     1.984     0.000     0.242
   408.095   260.560   373.000     1.989     0.000     0.242
   408.790   261.018   374.000     1.995     0.000     0.242
   409.485   261.475   375.000     2.000     0.000     0.242
   410.182   261.933   376.000     2.006     0.000     0.242
   410.878   262.392   377.000     2.011     0.000     0.242
   411.575   262.850   378.000     2.017     0.000     0.242
   412.273   263.309   379.000     2.022     0.000     0.242
   412.971   263.768   380.000     2.028     0.000     0.239
   413.670   264.228   381.000     2.033     0.000     0.239
   414.370   264.687   382.000     2.039     0.000     0.239
   415.070   265.147   383.000     2.044     0.000     0.239
   415.770   265.607   384.000     2.050     0.000     0.239
   416.471   266.068   385.000     2.055     0.000     0.239
   417.172   266.529   386.000     2.061     0.000     0.239
   417.874   266.990   387.000     2.066     0.000     0.239
   418.577   267.451   388.000     2.072     0.000     0.239
   419.280   267.912   389.000     2.077     0.000     0.235
   419.984   268.374   390.000     2.083     0.000     0.235
   420.688   268.836   391.000     2.089     0.000     0.235
   421.392   269.299   392.000     2.094     0.000     0.235
   422.098   269.761   393.000     2.100     0.000     0.235
   422.803   270.224   394.000     2.105     0.000     0.235
   423.510   270.687   395.000     2.111     0.000     0.235
   424.216   271.151   396.000     2.116     0.000     0.235
   424.924   271.614   397.000     2.122     0.000     0.235
   425.631   272.078   398.000     2.127     0.000     0.232
   426.340   272.543   399.000     2.133     0.000     0.232
   427.048   273.007   400.000     2.138     0.000     0.232
   427.758   273.472   401.000     2.144     0.000     0.232
   428.468   273.937   402.000     2.149     0.000     0.232
   429.178   274.402   403.000     2.155     0.000     0.232
   429.889   274.868   404.000     2.160     0.000     0.232
   430.600   275.333   405.000     2.166     0.000     0.232
   431.312   275.799   406.000     2.171     0.000     0.232
   432.024   276.266   407.000     2.177     0.000     0.229
   432.737   276.732   408.000     2.182     0.000     0.229
   433.451   277.199   409.000     2.188     0.000     0.229
   434.164   277.666   410.000     2.194     0.000     0.229
   434.879   278.134   411.000     2.199     0.000     0.229
   435.594   278.601   412.000     2.205     0.000     0.229
   436.309   279.069   413.000     2.210     0.000     0.229
   437.025   279.538   414.000     2.216     0.000     0.229
   437.741   280.006   415.000     2.221     0.000     0.225
   438.458   280.475   416.000     2.227     0.000     0.225
   439.176   280.944   417.000     2.232     0.000     0.225
   439.894   281.413   418.000     2.238     0.000     0.225
   440.612   281.882   419.000     2.243     0.000     0.225
   441.331   282.352   420.000     2.249     0.000     0.225
   442.050   282.822   421.000     2.254     0.000     0.225
   442.770   283.292   422.000     2.260     0.000     0.225
   443.490   283.763   423.000     2.265     0.000     0.225
   444.211   284.234   424.000     2.271     0.000     0.222
   444.932   284.705   425.000     2.276     0.000     0.222
   445.654   285.176   426.000     2.282     0.000     0.222
   446.377   285.648   427.000     2.287     0.000     0.222
   447.099   286.120   428.000     2.293     0.000     0.222
   447.823   286.592   429.000     2.299     0.000     0.222
   448.546   287.064   430.000     2.304     0.000     0.222
   449.271   287.537   431.000     2.310     0.000     0.222
   449.995   288.010   432.000     2.315     0.000     0.222
   450.721   288.483   433.000     2.321     0.000     0.219
   451.446   288.956   434.000     2.326     0.000     0.219
   452.172   289.430   435.000     2.332     0.000     0.219
   452.899   289.904   436.000     2.337     0.000     0.219
   453.626   290.378   437.000     2.343     0.000     0.219
   454.354   290.853   438.000     2.348     0.000     0.219
   455.082   291.327   439.000     2.354     0.000     0.219
   455.810   291.802   440.000     2.359     0.000     0.219
   456.539   292.278   441.000     2.365     0.000     0.216
   457.269   292.753   442.000     2.370     0.000     0.216
   457.999   293.229   443.000     2.376     0.000     0.216
   458.729   293.705   444.000     2.381     0.000     0.216
   459.460   294.181   445.000     2.387     0.000     0.216
   460.192   294.658   446.000     2.393     0.000     0.216
   460.923   295.135   447.000     2.398     0.000     0.216
   461.656   295.612   448.000     2.404     0.000     0.216
   462.388   296.089   449.000     2.409     0.000     0.216
   463.122   296.567   450.000     2.415     0.000     0.213
   463.855   297.044   451.000     2.420     0.000     0.213
   464.590   297.523   452.000     2.426     0.000     0.213
   465.324   298.001   453.000     2.431     0.000     0.213
   466.059   298.480   454.000     2.437     0.000     0.213
   466.795   298.958   455.000     2.442     0.000     0.213
   467.531   299.438   456.000     2.448     0.000     0.213
   468.268   299.917   457.000     2.453     0.000     0.213
   469.005   300.397   458.000     2.459     0.000     0.213
   469.742   300.877   459.000     2.464     0.000     0.210
   470.480   301.357   460.000     2.470     0.000     0.210
   471.218   301.837   461.000     2.475     0.000     0.210
   471.957   302.318   462.000     2.481     0.000     0.210
   472.696   302.799   463.000     2.486     0.000     0.210
   473.436   303.280   464.000     2.492     0.000     0.210
   474.176   303.761   465.000     2.498     0.000     0.210
   474.917   304.243   466.000     2.503     0.000     0.210
   475.658   304.725   467.000     2.509     0.000     0.210
   476.400   305.207   468.000     2.514     0.000     0.208
   477.142   305.690   469.000     2.520     0.000     0.208
   477.884   306.173   470.000     2.525     0.000     0.208
   478.627   306.656   471.000     2.531     0.000     0.208
   479.370   307.139   472.000     2.536     0.000     0.208
   480.114   307.622   473.000     2.542     0.000     0.208
   480.859   308.106   474.000     2.547     0.000     0.208
   481.603   308.590   475.000     2.553     0.000     0.208
   482.348   309.074   476.000     2.558     0.000     0.205
   483.094   309.559   477.000     2.564     0.000     0.205
   483.840   310.044   478.000     2.569     0.000     0.205
   484.587   310.529   479.000     2.575     0.000     0.205
   485.334   311.014   480.000     2.580     0.000     0.205
   486.081   311.500   481.000     2.586     0.000     0.205
   486.829   311.985   482.000     2.592     0.000     0.205
   487.577   312.471   483.000     2.597     0.000     0.205
   488.326   312.958   484.000     2.603     0.000     0.205
   489.075   313.444   485.000     2.608     0.000     0.202
   489.825   313.931   486.000     2.614     0.000     0.202
   490.575   314.418   487.000     2.619     0.000     0.202
   491.326   314.905   488.000     2.625     0.000     0.202
   492.077   315.393   489.000     2.630     0.000     0.202
   492.828   315.881   490.000     2.636     0.000     0.202
   493.580   316.369   491.000     2.641     0.000     0.202
   494.332   316.857   492.000     2.647     0.000     0.202
   495.085   317.346   493.000     2.652     0.000     0.202
   495.838   317.835   494.000     2.658     0.000     0.199
   496.592   318.324   495.000     2.663     0.000     0.199
   497.346   318.813   496.000     2.669     0.000     0.199
   498.100   319.303   497.000     2.674     0.000     0.199
   498.855   319.793   498.000     2.680     0.000     0.199
   499.611   320.283   499.000     2.685     0.000     0.199
   500.366   320.773   500.000     2.691     0.000     0.199
   501.123   321.264   501.000     2.697     0.000     0.199
   501.879   321.755   502.000     2.702     0.000     0.199
   501.959   321.806   502.106     2.703     0.000     0.197
